"streaming_233","netflix_5443","1.0"
"streaming_100","netflix_5976","1.0"
"streaming_499","netflix_10893","1.0"
"streaming_366","netflix_15382","1.0"
"streaming_10233","netflix_14258","1.0"
"streaming_3252","netflix_7738","0.9032258064516129"
"streaming_2717","netflix_10409","1.0"
"streaming_1519","netflix_4614","1.0"
"streaming_2186","netflix_8576","1.0"
"streaming_1822","netflix_4795","1.0"
"streaming_4014","netflix_7012","1.0"
"streaming_4147","netflix_5706","1.0"
"streaming_4450","netflix_5474","1.0"
"streaming_2053","netflix_12368","1.0"
"streaming_365","netflix_6640","1.0"
"streaming_232","netflix_9056","1.0"
"streaming_498","netflix_7194","1.0"
"streaming_28","netflix_4450","1.0"
"streaming_1292","netflix_7761","1.0"
"streaming_2718","netflix_6875","1.0"
"streaming_1956","netflix_10962","0.9032258064516129"
"streaming_2187","netflix_13390","1.0"
"streaming_2054","netflix_7154","1.0"
"streaming_12763","netflix_4640","1.0"
"streaming_12327","netflix_15083","1.0"
"streaming_2490","netflix_6457","1.0"
"streaming_2848","netflix_5294","1.0"
"streaming_368","netflix_6009","1.0"
"streaming_5651","netflix_5000","1.0"
"streaming_235","netflix_3531","1.0"
"streaming_7081","netflix_13768","1.0"
"streaming_3250","netflix_6344","1.0"
"streaming_27","netflix_12180","1.0"
"streaming_3383","netflix_7925","1.0"
"streaming_2715","netflix_3996","1.0"
"streaming_6679","netflix_11847","1.0"
"streaming_1953","netflix_5968","1.0"
"streaming_26","netflix_14473","1.0"
"streaming_1820","netflix_9770","1.0"
"streaming_5210","netflix_11947","1.0"
"streaming_14858","netflix_14345","1.0"
"streaming_8280","netflix_1255","1.0"
"streaming_2184","netflix_8180","1.0"
"streaming_2849","netflix_14014","1.0"
"streaming_670","netflix_6753","1.0"
"streaming_367","netflix_9541","1.0"
"streaming_3079","netflix_8225","1.0"
"streaming_234","netflix_5056","1.0"
"streaming_3382","netflix_9619","1.0"
"streaming_1290","netflix_3585","1.0"
"streaming_1518","netflix_12200","1.0"
"streaming_4144","netflix_2084","1.0"
"streaming_1821","netflix_14311","1.0"
"streaming_1954","netflix_5535","1.0"
"streaming_2185","netflix_10026","1.0"
"streaming_2052","netflix_8507","1.0"
"streaming_362","netflix_6242","1.0"
"streaming_3078","netflix_8186","1.0"
"streaming_3381","netflix_12801","1.0"
"streaming_2713","netflix_4830","1.0"
"streaming_1950","netflix_11128","1.0"
"streaming_1515","netflix_10251","1.0"
"streaming_4143","netflix_8906","1.0"
"streaming_3609","netflix_5248","1.0"
"streaming_7613","netflix_4998","1.0"
"streaming_2182","netflix_3459","1.0"
"streaming_2847","netflix_9981","1.0"
"streaming_10105","netflix_15144","1.0"
"streaming_2714","netflix_4034","1.0"
"streaming_15927","netflix_1210","1.0"
"streaming_1516","netflix_7022","1.0"
"streaming_1649","netflix_10116","1.0"
"streaming_1952","netflix_8581","1.0"
"streaming_23","netflix_15378","1.0"
"streaming_5037","netflix_8711","1.0"
"streaming_3608","netflix_5329","1.0"
"streaming_7747","netflix_6001","1.0"
"streaming_2050","netflix_3762","1.0"
"streaming_231","netflix_6948","1.0"
"streaming_2844","netflix_8151","0.9032258064516129"
"streaming_2711","netflix_6823","1.0"
"streaming_3076","netflix_3341","1.0"
"streaming_2408","netflix_6251","1.0"
"streaming_22","netflix_13357","1.0"
"streaming_1513","netflix_9746","0.9032258064516129"
"streaming_2710","netflix_4544","1.0"
"streaming_2180","netflix_6789","1.0"
"streaming_5169","netflix_13772","1.0"
"streaming_6190","netflix_2144","1.0"
"streaming_3607","netflix_14629","1.0"
"streaming_496","netflix_6973","1.0"
"streaming_230","netflix_11306","1.0"
"streaming_2978","netflix_13438","1.0"
"streaming_2845","netflix_5407","0.9032258064516129"
"streaming_2409","netflix_14245","1.0"
"streaming_21","netflix_14277","1.0"
"streaming_1514","netflix_8455","1.0"
"streaming_3606","netflix_15313","1.0"
"streaming_5524","netflix_1012","1.0"
"streaming_188","netflix_11197","1.0"
"streaming_2975","netflix_4351","1.0"
"streaming_3074","netflix_4963","1.0"
"streaming_1510","netflix_5092","1.0"
"streaming_2406","netflix_13080","1.0"
"streaming_6722","netflix_9781","1.0"
"streaming_2539","netflix_9454","1.0"
"streaming_11917","netflix_12340","1.0"
"streaming_719","netflix_8772","1.0"
"streaming_1644","netflix_5957","1.0"
"streaming_7087","netflix_4513","1.0"
"streaming_1777","netflix_3766","1.0"
"streaming_5167","netflix_2169","1.0"
"streaming_2974","netflix_5010","1.0"
"streaming_3605","netflix_14069","1.0"
"streaming_1208","netflix_14888","1.0"
"streaming_6192","netflix_12577","1.0"
"streaming_491","netflix_11704","1.0"
